,name,rating,reviews,type,hq,old,employee
9277,ERD Technologies,3.4,(64 Reviews),Private,Noida + 3 more,26 years old,501-1k Employees (India)
9278,Sterling Auxilia...,3.5,(64 Reviews),Mumbai + 3 more,39 years old,51-200 Employees (India),
9279,Colan Infotech,3.9,(64 Reviews),Private,Chennai + 1 more,14 years old,201-500 Employees (India)
9280,QwikCilver Solut...,3.7,(64 Reviews),Private,"Bangalore,Karnataka + 2 more",16 years old,51-200 Employees (India)
9281,C1 India,4.1,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",23 years old,51-200 Employees (India)
9282,Kich Architectur...,4,(64 Reviews),Private,"Rajkot,Gujarat + 13 more",20 years old,51-200 Employees (India)
9283,ETP Internationa...,4.4,(64 Reviews),Private,Singapore + 2 more,35 years old,51-200 Employees (India)
9284,Arshiya Internat...,4,(64 Reviews),Public,"Mumbai,Maharashtra + 7 more",42 years old,201-500 Employees (India)
9285,Samarth Lifestyl...,3.5,(64 Reviews),Private,Jaipur + 11 more,28 years old,51-200 Employees (India)
9286,Mahatma Gandhi M...,4.3,(64 Reviews),Jaipur + 9 more,23 years old,501-1k Employees (India),
9287,Mani Group,3.4,(64 Reviews),Kolkata + 4 more,1k-5k Employees (India),,
9288,Six Construct,4.5,(64 Reviews),Dubai + 8 more,58 years old,11-50 Employees (India),
9289,Kyocera Document...,3.8,(64 Reviews),Private,Osaka + 15 more,89 years old,201-500 Employees (India)
9290,eBay,4.1,(64 Reviews),Private,"San Jose,California + 9 more",28 years old,1k-5k Employees (India)
9291,JK Organisation,3.8,(64 Reviews),Private,"Delhi/NCR,Delhi + 17 more",135 years old,10k-50k Employees (India)
9292,Jaya Shree Texti...,3.6,(64 Reviews),Hooghly + 4 more,74 years old,51-200 Employees (India),
9293,Future Market In...,2.4,(64 Reviews),Private,"Jumeirah Lakes Towers,Dubai",9 years old,51-200 Employees (India)
9294,Druva,3.6,(64 Reviews),Private,"Sunnyvale,California + 2 more",15 years old,501-1k Employees (India)
9295,Hetro Pharma,3.9,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",30 years old,1k-5k Employees (India)
9296,Aga Khan Univers...,4.6,(64 Reviews),Karachi + 2 more,40 years old,1k-5k Employees (India),
9297,TSMT Technology ...,3,(64 Reviews),Taoyuan,26 years old,201-500 Employees (Global),
9298,CriticaLog India...,4.3,(64 Reviews),"Bangalore,Karnataka + 14 more",10 years old,501-1k Employees (India),
9299,Anmol Feeds,3.8,(64 Reviews),Private,Kolkata + 9 more,23 years old,51-200 Employees (India)
9300,Altruista Health...,3.6,(64 Reviews),Private,"Reston,Virginia",16 years old,201-500 Employees (India)
9301,Hindustan Steelw...,4.1,(64 Reviews),Private,Kolkata + 11 more,59 years old,501-1k Employees (India)
9302,Jumbo Finvest In...,4.3,(64 Reviews),Private,Jaipur + 17 more,25 years old,501-1k Employees (India)
9303,National Environ...,4.4,(64 Reviews),Nagpur + 7 more,65 years old,501-1k Employees (India),
9304,BG LIIN Electric...,4,(64 Reviews),Aurangabad + 2 more,24 years old,51-200 Employees (India),
9305,Talkcharge Techn...,4,(64 Reviews),Private,Gurgaon + 3 more,7 years old,11-50 Employees (India)
9306,Robo Silicon,4.3,(64 Reviews),Private,Hyderabad + 6 more,24 years old,201-500 Employees (India)
9307,Jolly Containers,4.1,(64 Reviews),Private,"Mumbai,Maharashtra + 7 more",56 years old,51-200 Employees (India)
9308,Tag Corporation,3.7,(64 Reviews),Chennai + 2 more,51 years old,51-200 Employees (India),
9309,Mindbody,3.5,(64 Reviews),Private,"San Luis Obispo,California",22 years old,201-500 Employees (India)
9310,Mukand Engineers,4.2,(64 Reviews),Public,Thane + 13 more,36 years old,51-200 Employees (India)
9311,Modern Public Sc...,4.2,(64 Reviews),Faridabad + 21 more,49 years old,5k-10k Employees (India),
9312,Kuber Enterprise...,4.1,(64 Reviews),"Kochi,Kerala + 6 more",24 years old,201-500 Employees (India),
9313,Venture Lighting,3.6,(64 Reviews),Private,Twinsburg + 3 more,42 years old,51-200 Employees (India)
9314,Mk Enterprises,4.2,(64 Reviews),Private,New Delhi + 22 more,42 years old,10k-50k Employees (India)
9315,Mody University ...,3.1,(64 Reviews),Private,"Lakshmangarh,Rajasthan + 6 more",25 years old,51-200 Employees (India)
9316,Mandhana Industr...,4.3,(64 Reviews),Public,Mumbai + 12 more,39 years old,5k-10k Employees (India)
9317,Lubi Electronics,4,(64 Reviews),Private,"Ahmedabad,Gujarat + 11 more",58 years old,1k-5k Employees (India)
9318,KESORAM CEMENT,3.7,(64 Reviews),Hyderabad/Secunderabad + 18 more,10k-50k Employees (India),,
9319,I Yogi Technical...,2.3,(64 Reviews),Private,New York + 4 more,16 years old,5k-10k Employees (Global)
9320,Target Publicati...,3.6,(64 Reviews),Private,"Mumbai,Maharashtra + 4 more",17 years old,51-200 Employees (India)
9321,Perfios Software...,4.1,(64 Reviews),Private,"Bangalore,Karnataka + 3 more",16 years old,201-500 Employees (India)
9322,Yoma Multination...,3.7,(64 Reviews),Private,Gurugram + 17 more,11 years old,51-200 Employees (India)
9323,Vasant Masala,4.2,(64 Reviews),Private,"Ahmedabad,Gujarat + 14 more",53 years old,51-200 Employees (India)
9324,Mani Group,3.4,(64 Reviews),Kolkata + 4 more,1k-5k Employees (India),,
9325,Kich Architectur...,4,(64 Reviews),Private,"Rajkot,Gujarat + 13 more",20 years old,51-200 Employees (India)
9326,Hetro Pharma,3.9,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",30 years old,1k-5k Employees (India)
9327,Samarth Lifestyl...,3.5,(64 Reviews),Private,Jaipur + 11 more,28 years old,51-200 Employees (India)
9328,ETP Internationa...,4.4,(64 Reviews),Private,Singapore + 2 more,35 years old,51-200 Employees (India)
9329,Six Construct,4.5,(64 Reviews),Dubai + 8 more,58 years old,11-50 Employees (India),
9330,Twin Health,3.4,(64 Reviews),Private,"San Francisco,California + 6 more",5 years old,201-500 Employees (India)
9331,Qcon-Qatar Engin...,4.1,(64 Reviews),Mumbai + 3 more,501-1k Employees (India),,
9332,ICE Data Service...,3.4,(64 Reviews),"Atlanta,Georgia",201-500 Employees (India),,
9333,AIMLAY,3.7,(64 Reviews),New Delhi + 2 more,51-200 Employees (India),,
9334,21K School,3.9,(64 Reviews),Private,"Bangalore,Karnataka + 2 more",3 years old,501-1k Employees (India)
9335,Deduce Technolog...,3.8,(64 Reviews),201-500 Employees (India),,,
9336,Amalgam Steel,3.9,(64 Reviews),Jamshedpur + 2 more,201-500 Employees (India),,
9337,Param Renewable ...,4.3,(64 Reviews),Ahmedabad + 14 more,,,
9338,ZKTeco Biometric...,3.5,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",12 years old,51-200 Employees (India)
9339,Srinivasa Farms,4.1,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",58 years old,1k-5k Employees (India)
9340,KW Group,3.6,(64 Reviews),Private,Petaling Jaya + 2 more,13 years old,201-500 Employees (India)
9341,BACS HITECH ENGI...,3.9,(64 Reviews),Private,Bhilai Nagar + 19 more,5 years old,501-1k Employees (India)
9342,Transport Soluti...,3.5,(64 Reviews),Private,Mumbai + 8 more,23 years old,51-200 Employees (India)
9343,TSMT Technology ...,3,(64 Reviews),Taoyuan,26 years old,201-500 Employees (Global),
9344,CriticaLog India...,4.3,(64 Reviews),"Bangalore,Karnataka + 14 more",10 years old,501-1k Employees (India),
9345,Paisalo Digital,3.9,(64 Reviews),Public,"Delhi/NCR,Delhi + 18 more",31 years old,51-200 Employees (India)
9346,Aegis ITPL,3.9,(64 Reviews),Bengaluru/Bangalore + 2 more,5k-10k Employees (India),,
9347,American Precoat,4.3,(64 Reviews),Private,Noida + 1 more,18 years old,11-50 Employees (India)
9348,Anand Rathi Info...,3.5,(64 Reviews),Private,Jodhpur + 1 more,29 years old,201-500 Employees (Global)
9349,Krishna Enterpri...,4.1,(64 Reviews),Private,"Noida,Uttar Pradesh + 26 more",6 years old,1-10 Employees (India)
9350,Abryl Laboratori...,4,(64 Reviews),Dera Bassi + 3 more,7 years old,201-500 Employees (India),
9351,Jabra Connect,4.2,(64 Reviews),Private,"Noida,Uttar Pradesh + 5 more",22 years old,51-200 Employees (India)
9352,Black Box Corpor...,3.5,(64 Reviews),Private,"Lawrence,Pennsylvania + 9 more",47 years old,201-500 Employees (India)
9353,Qarmatek Service...,3.3,(64 Reviews),Private,"Ahmedabad,Gujarat + 7 more",12 years old,11-50 Employees (India)
9354,S.K.B. Builders,3.7,(64 Reviews),New Delhi + 12 more,41 years old,51-200 Employees (India),
9355,Crescon Projects...,4,(64 Reviews),"Chennai,Tamil Nadu + 4 more",12 years old,51-200 Employees (India),
9356,FabCafe,4,(64 Reviews),"New Delhi,Delhi + 10 more",6 years old,51-200 Employees (India),
9357,Hogarth Worldwid...,3.9,(64 Reviews),Private,London,15 years old,1k-5k Employees (Global)
9358,Sarvotham Care,4.2,(64 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",27 years old,51-200 Employees (India)
9359,Hogarth Worldwid...,3.9,(64 Reviews),Private,London,15 years old,1k-5k Employees (Global)
9360,Aegis ITPL,3.9,(64 Reviews),Bengaluru/Bangalore + 2 more,5k-10k Employees (India),,
9361,Qarmatek Service...,3.3,(64 Reviews),Private,"Ahmedabad,Gujarat + 7 more",12 years old,11-50 Employees (India)
9362,Silver Spark App...,3.8,(64 Reviews),Private,Mumbai + 4 more,11-50 Employees (Global),
9363,Advocate,4.3,(64 Reviews),Private,Atlanta + 29 more,22 years old,201-500 Employees (India)
9364,Mtg Learning Med...,4.1,(64 Reviews),Private,Gurugram + 3 more,41 years old,51-200 Employees (India)
9365,WPP,3.7,(64 Reviews),LLC,London + 4 more,38 years old,501-1k Employees (India)
9366,ZKTeco Biometric...,3.5,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",12 years old,51-200 Employees (India)
9367,Param Renewable ...,4.3,(64 Reviews),Ahmedabad + 14 more,,,
9368,AIMLAY,3.7,(64 Reviews),New Delhi + 2 more,51-200 Employees (India),,
9369,21K School,3.9,(64 Reviews),Private,"Bangalore,Karnataka + 2 more",3 years old,501-1k Employees (India)
9370,Deduce Technolog...,3.8,(64 Reviews),201-500 Employees (India),,,
9371,ICE Data Service...,3.4,(64 Reviews),"Atlanta,Georgia",201-500 Employees (India),,
9372,Twin Health,3.4,(64 Reviews),Private,"San Francisco,California + 6 more",5 years old,201-500 Employees (India)
9373,Colgate Global B...,4.3,(64 Reviews),"Mumbai,Maharashtra + 1 more",201-500 Employees (India),,
9374,Amalgam Steel,3.9,(64 Reviews),Jamshedpur + 2 more,201-500 Employees (India),,
9375,Qcon-Qatar Engin...,4.1,(64 Reviews),Mumbai + 3 more,501-1k Employees (India),,
9376,Tata Business Hu...,3.7,(64 Reviews),Mumbai + 8 more,501-1k Employees (India),,
9377,Filo Edtech,3.2,(64 Reviews),Gurgaon/Gurugram + 4 more,51-200 Employees (India),,
9378,Hero Vired,4.3,(64 Reviews),New Delhi + 3 more,201-500 Employees (India),,
9379,Cropdata Technol...,3.7,(64 Reviews),Private,"Nagpur,Maharashtra + 8 more",7 years old,501-1k Employees (India)
9380,Welcomhotel By I...,4.2,(64 Reviews),New Delhi + 14 more,,,
9381,SAT n paper,4.4,(64 Reviews),,,,
9382,Arvind Smartspac...,3.2,(64 Reviews),Ahmedabad + 1 more,51-200 Employees (India),,
9383,Agrim,3.4,(64 Reviews),"Gurgaon/Gurugram,Haryana + 6 more",3 years old,201-500 Employees (India),
9384,XL Catlin,3.9,(63 Reviews),Public,Stamford + 1 more,37 years old,5k-10k Employees (India)
9385,Ford Technology ...,4.3,(63 Reviews),Private,"Dearborn,Michigan + 3 more",28 years old,201-500 Employees (India)
9386,Crystal Travel,4,(63 Reviews),Private,London,36 years old,201-500 Employees (India)
9387,Isys Softech,3.8,(63 Reviews),Private,"Jaipur,Rajasthan",23 years old,201-500 Employees (India)
9388,William Penn,4,(63 Reviews),Private,Banglore + 7 more,21 years old,201-500 Employees (India)
9389,Royal Cyber,4.3,(63 Reviews),Private,"Naperville,Illinois + 4 more",10 years old,201-500 Employees (India)
9390,Presto Stantest,4.4,(63 Reviews),Faridabad + 5 more,41 years old,51-200 Employees (India),
9391,Qualitas Global ...,3.2,(63 Reviews),LLP,"Pune,Maharashtra",9 years old,201-500 Employees (India)
9392,Axis Mutual Fund,4.1,(63 Reviews),Public,Mumbai + 21 more,14 years old,501-1k Employees (India)
9393,Information Serv...,4.2,(63 Reviews),Private,"Stamford,Connecticut + 3 more",17 years old,201-500 Employees (India)
9394,Crowe Horwath,4.3,(63 Reviews),"Chicago,Illinois",81 years old,1k-5k Employees (India),
9395,Futures First in...,3.5,(63 Reviews),Private,Gurgaon + 6 more,21 years old,201-500 Employees (India)
9396,Sumitomo Mitsui ...,2.5,(63 Reviews),Private,New York + 2 more,22 years old,201-500 Employees (India)
9397,SunEdison,3.1,(63 Reviews),Private,Chennai + 9 more,64 years old,201-500 Employees (India)
9398,Webguru Infosyst...,4.5,(63 Reviews),Private,"Kolkata,West Bengal",18 years old,201-500 Employees (India)
9399,Techved Consulti...,3.5,(63 Reviews),Private,"Mumbai,Maharashtra + 4 more",16 years old,11-50 Employees (India)
9400,MSR IT Solution,3.6,(63 Reviews),Private,Kolkata + 2 more,20 years old,51-200 Employees (India)
9401,Panzer Technolog...,4.8,(63 Reviews),Private,Hyderabad,17 years old,201-500 Employees (India)
9402,Sportking,3.5,(63 Reviews),Public,"Ludhiana,Punjab + 7 more",34 years old,1k-5k Employees (India)
9403,Sanjay Gandhi Po...,3.7,(63 Reviews),Lucknow + 6 more,40 years old,201-500 Employees (India),
9404,VaaaN Infra,3.8,(63 Reviews),Private,"Faridabad,Haryana + 8 more",12 years old,51-200 Employees (India)
9405,Bharat Parentera...,3.1,(63 Reviews),Public,"Vadodara/Baroda,Gujrat + 3 more",31 years old,51-200 Employees (India)
9406,NESCO Inc,3.6,(63 Reviews),Public,"Mumbai,Maharashtra + 7 more",84 years old,201-500 Employees (India)
9407,Sterling Generat...,4.2,(63 Reviews),Mumbai + 10 more,28 years old,1k-5k Employees (India),
9408,Shyam Ferro Allo...,4.2,(63 Reviews),Public,Kolkata + 4 more,28 years old,1k-5k Employees (India)
9409,Manav Rachna Int...,3.5,(63 Reviews),Private,"Faridabad,Haryana + 2 more",19 years old,51-200 Employees (India)
9410,Alice Blue Commo...,3.6,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 15 more",17 years old,501-1k Employees (India)
9411,Mitsuba,3.8,(63 Reviews),Private,"Michigan, + 5 more",26 years old,51-200 Employees (India)
9412,Pricol Engineeri...,4.1,(63 Reviews),Public,Coimbatore + 7 more,28 years old,51-200 Employees (India)
9413,Pentair Water In...,3.8,(63 Reviews),Private,London + 5 more,57 years old,201-500 Employees (India)
9414,Zydus Pharma,3.9,(63 Reviews),Mumbai + 13 more,5k-10k Employees (India),,
9415,IBIBO Group,4.3,(63 Reviews),Private,Gurgaon + 8 more,16 years old,1k-5k Employees (India)
9416,Kosan Crisplant,4.2,(63 Reviews),Randers + 12 more,72 years old,11-50 Employees (India),
9417,Indeed,4.1,(63 Reviews),Private,"Austin,Texas + 12 more",19 years old,1k-5k Employees (India)
9418,Amtech Electroni...,3.7,(63 Reviews),Private,Gandhinagar + 4 more,36 years old,201-500 Employees (India)
9419,Schenck Process ...,3.8,(63 Reviews),Private,Darmstadt + 6 more,142 years old,201-500 Employees (India)
9420,Refex Energy,3.1,(63 Reviews),Private,Mumbai + 12 more,15 years old,201-500 Employees (India)
9421,Unitech Machines,3.2,(63 Reviews),Private,Gurgaon + 9 more,37 years old,1k-5k Employees (India)
9422,Eidiko Systems I...,3.7,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",13 years old,201-500 Employees (India)
9423,Deutsche Telekom,4.1,(63 Reviews),Private,Bonn + 1 more,10 years old,10k-50k Employees (Global)
9424,Shubham Flexible...,3.8,(63 Reviews),Faridabad + 1 more,21 years old,201-500 Employees (India),
9425,R K Marbles,3.5,(63 Reviews),Private,Kishangarh + 13 more,34 years old,1k-5k Employees (India)
9426,Boutique Interna...,3.9,(63 Reviews),Noida + 10 more,40 years old,51-200 Employees (India),
9427,Saveetha Univers...,4.4,(63 Reviews),Private,Chennai + 11 more,35 years old,201-500 Employees (India)
9428,Groz - Beckert A...,3.7,(63 Reviews),Private,Albstadt + 6 more,171 years old,201-500 Employees (India)
9429,Reinforced Earth,4.1,(63 Reviews),Private,Rueil-Malmaison + 7 more,17 years old,201-500 Employees (India)
9430,DuPont Pioneer,4.1,(63 Reviews),Private,Johnston + 16 more,97 years old,501-1k Employees (India)
9431,Macurex Sensors,3.4,(63 Reviews),Private,Bangalore + 1 more,501-1k Employees (India),
9432,Amol Pharmaceuti...,4.4,(63 Reviews),Private,North Brunswick + 1 more,27 years old,51-200 Employees (India)
9433,Hitachi Solution...,4.1,(63 Reviews),Private,"Chiyoda City,Tokyo + 6 more",10 years old,501-1k Employees (India)
9434,Lansum Propertie...,4.4,(63 Reviews),LLP,"Hyderabad/Secunderabad,Telangana + 1 more",9 years old,11-50 Employees (India)
9435,PISOFTEK,3.1,(63 Reviews),Private,"Noida,Uttar Pradesh",27 years old,11-50 Employees (India)
9436,Shiv Nadar Unive...,4,(63 Reviews),Private,"Noida,Uttar Pradesh + 6 more",12 years old,501-1k Employees (India)
9437,DNV,3.8,(63 Reviews),Private,Pune + 11 more,11-50 Employees (Global),
9438,Strand Life Scie...,3.8,(63 Reviews),Private,"Bangalore,Karnataka + 10 more",23 years old,201-500 Employees (India)
9439,CapitalVia,2.9,(63 Reviews),Private,"Indore,madhya Pradesh + 3 more",18 years old,501-1k Employees (India)
9440,Atlas Cycles,4.3,(63 Reviews),Public,Sahibabad + 4 more,72 years old,501-1k Employees (India)
9441,Celkon Mobiles,4.1,(63 Reviews),Private,Hyderabad/Secunderabad + 11 more,14 years old,1-10 Employees (India)
9442,Champ Info Softw...,3.1,(63 Reviews),Noida + 3 more,12 years old,51-200 Employees (India),
9443,MicroGenesis Tec...,3.7,(63 Reviews),Private,"Bengaluru,Karnataka + 1 more",23 years old,51-200 Employees (India)
9444,PP Merchandising...,3.8,(63 Reviews),Private,Chennai + 17 more,24 years old,201-500 Employees (India)
9445,Techtree It Syst...,3.1,(63 Reviews),Private,"Noida,Uttar Pradesh + 4 more",17 years old,51-200 Employees (India)
9446,MES,4.1,(63 Reviews),Private,Rockville + 21 more,31 years old,
9447,Ondoor Concepts,3.7,(63 Reviews),Private,"Bhopal,Madhya Pradesh + 3 more",9 years old,51-200 Employees (India)
9448,Doctors for you,4.1,(63 Reviews),"Bombay,maharashtra + 22 more",16 years old,501-1k Employees (India),
9449,Ejadah asset Man...,4.1,(63 Reviews),Private,Dubai + 5 more,18 years old,1k-5k Employees (India)
9450,Seven Seas Hotel,3.5,(63 Reviews),Private,New Delhi + 1 more,28 years old,11-50 Employees (India)
9451,Acharya Institut...,3,(63 Reviews),Private,Bengaluru + 6 more,33 years old,1k-5k Employees (India)
9452,The Knowledge Ac...,2.4,(63 Reviews),Private,Bracknell + 3 more,14 years old,201-500 Employees (Global)
9453,Migsun Group,3.3,(63 Reviews),Private,Ghaziabad + 5 more,31 years old,51-200 Employees (India)
9454,Auraine Botanica...,3.5,(63 Reviews),Private,Gurgaon + 4 more,9 years old,51-200 Employees (India)
9455,"Ecos (india), Mo...",3.9,(63 Reviews),New Delhi + 7 more,27 years old,51-200 Employees (India),
9456,Asmitha Microfin...,4.4,(63 Reviews),Public,Hyderabad + 27 more,21 years old,51-200 Employees (India)
9457,Feedback Power O...,3.6,(63 Reviews),Private,Hyderabad + 9 more,12 years old,51-200 Employees (India)
9458,LA Technologies,4.3,(63 Reviews),"Bombay,maharashtra + 5 more",51-200 Employees (India),,
9459,Arabian Fal,2.8,(63 Reviews),Private,Dammam + 6 more,44 years old,1k-5k Employees (India)
9460,Virchow Laborato...,4.1,(63 Reviews),Hyderabad + 4 more,42 years old,201-500 Employees (India),
9461,Youngshin Automo...,3.3,(63 Reviews),Sriperumbudur + 3 more,201-500 Employees (India),,
9462,Local Company,3.8,(63 Reviews),Kolkata + 25 more,501-1k Employees (India),,
9463,Sequretek It Sol...,3.7,(63 Reviews),Private,"Mumbai,Maharashtra + 4 more",10 years old,201-500 Employees (India)
9464,Pooja Forge,3.6,(63 Reviews),Public,Faridabad + 2 more,37 years old,51-200 Employees (India)
9465,Emiza Supply Cha...,3.4,(63 Reviews),Private,Mumbai + 11 more,8 years old,201-500 Employees (India)
9466,Synnat Pharma,4.6,(63 Reviews),Private,Secunderabad + 1 more,12 years old,1-10 Employees (India)
9467,we-do-IT,4.3,(63 Reviews),Private,Melbourne,28 years old,201-500 Employees (India)
9468,Nccl,4,(63 Reviews),Mumbai + 14 more,5 years old,51-200 Employees (Global),
9469,Anabond,4.2,(63 Reviews),Chennai + 6 more,44 years old,501-1k Employees (India),
9470,Gp Petroleums,4,(63 Reviews),Public,Mumbai + 14 more,40 years old,201-500 Employees (India)
9471,Magnum Mi Steel,3.4,(63 Reviews),Bawal + 6 more,21 years old,51-200 Employees (India),
9472,Mac Chem Product...,3,(63 Reviews),Boisar + 3 more,51-200 Employees (India),,
9473,NEMHANS SOLUTION...,3.7,(63 Reviews),Bhubaneswar + 12 more,16 years old,51-200 Employees (India),
9474,Iscon Balaji Foo...,4.2,(63 Reviews),Ahmedabad + 8 more,11 years old,201-500 Employees (India),
9475,Phronesis Partne...,3.4,(63 Reviews),Boston,10 years old,201-500 Employees (India),
9476,Kion india,3.8,(63 Reviews),Pune + 8 more,12 years old,201-500 Employees (India),
9477,Sarda Metals & A...,4.1,(63 Reviews),Public,Raipur + 3 more,50 years old,201-500 Employees (India)
9478,Digamber Finance,3.8,(63 Reviews),Jaipur + 14 more,10k-50k Employees (India),,
9479,Valu Connex Tele...,4.2,(63 Reviews),Private,Navi Mumbai + 22 more,12 years old,51-200 Employees (India)
9480,Oasis Partners A...,3.8,(63 Reviews),Mumbai + 32 more,5k-10k Employees (India),,
9481,Promea Therapeut...,4.1,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",6 years old,201-500 Employees (India)
9482,SEPCO ELECTRIC P...,4.3,(63 Reviews),Private,Jinan + 19 more,71 years old,5k-10k Employees (India)
9483,Red Tape,3.6,(63 Reviews),New Delhi + 25 more,27 years old,10k-50k Employees (India),
9484,Defence Research...,4.5,(63 Reviews),Hyderabad/Secunderabad + 2 more,1k-5k Employees (India),,
9485,Oxford Public Sc...,4.2,(63 Reviews),Private,New Delhi + 20 more,34 years old,11-50 Employees (India)
9486,Nikhil Adhesives,4,(63 Reviews),Public,Mumbai + 16 more,37 years old,51-200 Employees (India)
9487,Benzo Chem Indus...,3.9,(63 Reviews),Private,"Mumbai,Maharashtra + 5 more",41 years old,51-200 Employees (India)
9488,ESDEE PAINTS,3.4,(63 Reviews),Public,"Mumbai,Maharashtra + 10 more",60 years old,201-500 Employees (India)
9489,Privi Life Scien...,3.3,(63 Reviews),Private,"Navi Mumbai,Maharashtra + 9 more",14 years old,51-200 Employees (India)
9490,Al Basti & Mukth...,4.6,(63 Reviews),Dubai,49 years old,5k-10k Employees (India),
9491,Enrich Agro Food...,3.7,(63 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",12 years old,201-500 Employees (India)
9492,Namaste Credit,3.4,(63 Reviews),Private,"Bangalore,Karnataka + 7 more",9 years old,51-200 Employees (India)
9493,Consultancy Serv...,4.1,(63 Reviews),Private,Rajkot + 21 more,13 years old,11-50 Employees (India)
9494,Volvo IT,4,(63 Reviews),Gothenburg,96 years old,1k-5k Employees (India),
9495,St. Paul's Schoo...,3.6,(63 Reviews),Private,"Hazārībāg,jharkhand + 22 more",11-50 Employees (India),
9496,Ruparel Realty,3.5,(63 Reviews),Private,Mumbai + 2 more,23 years old,201-500 Employees (India)
9497,Galacon Infrastr...,3.8,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",14 years old,51-200 Employees (India)
9498,Red Carpet,3.7,(63 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",7 years old,11-50 Employees (Global)
9499,U N Mehta Instit...,4.3,(63 Reviews),Ahmedabad,41 years old,51-200 Employees (India),
9500,Prayosha Food Se...,4.5,(63 Reviews),Private,"Ahmedabad,Gujarat + 8 more",12 years old,201-500 Employees (India)
9501,Sekhani Industri...,3.7,(63 Reviews),Ahmedabad + 15 more,53 years old,51-200 Employees (India),
9502,Teemage Precast ...,3.9,(63 Reviews),Tirupur + 4 more,12 years old,201-500 Employees (India),
9503,Nordex India,3.6,(63 Reviews),"Hamburg,Hamburg + 9 more",38 years old,51-200 Employees (India),
9504,CRED,3.8,(63 Reviews),Private,"Bangalore,Karnataka + 5 more",5 years old,201-500 Employees (India)
9505,SKS Business Ser...,3.2,(63 Reviews),Jamnagar + 12 more,201-500 Employees (India),,
9506,Group Bayport,3.4,(63 Reviews),Private,Ahmedabad + 1 more,11 years old,1k-5k Employees (India)
9507,Bo International,4.1,(63 Reviews),Proprietorship,"Delhi/NCR,New Delhi",10 years old,11-50 Employees (India)
9508,SMARTRIED SOFTWA...,4.6,(63 Reviews),Bengaluru/Bangalore + 1 more,51-200 Employees (India),,
9509,Qualitas Global ...,3.2,(63 Reviews),LLP,"Pune,Maharashtra",9 years old,201-500 Employees (India)
9510,Isys Softech,3.8,(63 Reviews),Private,"Jaipur,Rajasthan",23 years old,201-500 Employees (India)
9511,Sumitomo Mitsui ...,2.5,(63 Reviews),Private,New York + 2 more,22 years old,201-500 Employees (India)
9512,Oasis Partners A...,3.8,(63 Reviews),Mumbai + 32 more,5k-10k Employees (India),,
9513,Namaste Credit,3.4,(63 Reviews),Private,"Bangalore,Karnataka + 7 more",9 years old,51-200 Employees (India)
9514,Dormakaba India,3.9,(63 Reviews),"Chennai,Tamil Nadu + 20 more",26 years old,501-1k Employees (India),
9515,SKS Business Ser...,3.2,(63 Reviews),Jamnagar + 12 more,201-500 Employees (India),,
9516,MiM-Essay,4.5,(63 Reviews),11-50 Employees (India),,,
9517,Hippo Stores,4,(63 Reviews),New Delhi + 7 more,3 years old,,
9518,Calvin Technolog...,4.6,(63 Reviews),Hyderabad/Secunderabad + 4 more,11-50 Employees (India),,
9519,EXO Edge,3.8,(63 Reviews),"Mohali,Punjab + 1 more",6 years old,501-1k Employees (India),
9520,Denso Kirloskar ...,3.8,(63 Reviews),Bengaluru/Bangalore + 1 more,,,
9521,Re Sustainabilit...,3.9,(63 Reviews),Hyderabad/Secunderabad + 17 more,10k-50k Employees (India),,
9522,Education 10x,3.4,(63 Reviews),"Chhatarpur,Madhya Pradesh + 1 more",3 years old,51-200 Employees (India),
9523,PERSOLKELLY,4.2,(63 Reviews),Gurgaon/Gurugram + 14 more,201-500 Employees (India),,
9524,Iprogrammer Solu...,4.4,(63 Reviews),"Missoula,Montana",16 years old,51-200 Employees (India),
9525,SUDlife,4.2,(63 Reviews),Public,Mumbai + 35 more,14 years old,1k-5k Employees (Global)
9526,Dakshin Haryana ...,4.5,(62 Reviews),Private,Hisar + 16 more,24 years old,5k-10k Employees (Global)
9527,DigiCaptions Ind...,3.6,(62 Reviews),Private,Pune,108 years old,501-1k Employees (Global)
9528,PMC,4,(62 Reviews),Private,Mumbai + 23 more,39 years old,10k-50k Employees (Global)
9529,Sarvatra Technol...,4.2,(62 Reviews),Private,"Pune,Maharashtra + 6 more",23 years old,201-500 Employees (India)
9530,Verint Systems,4.4,(62 Reviews),Private,"Melville,New York + 3 more",29 years old,201-500 Employees (India)
